"","PureNYHAClass","variable","mean","sd","sem","n"
"71","III","SBP",116.818181818182,20.2623699592036,6.10933441073156,11
"73","II","DBP",73.6538461538462,9.33356226825453,1.83046215912166,26
"74","III","DBP",69.5454545454545,11.0214666570619,3.32309723098972,11
"76","II","HR",109.692307692308,18.2049866372249,3.57029161953484,26
"77","III","HR",95.6363636363636,19.3611607465706,5.83760960928471,11
"79","II","HR.1min",90.28,14.6529860438069,2.93059720876138,25
"80","III","HR.1min",82.8181818181818,12.2296212682011,3.68736955225212,11
"82","II","HR.1minDrop",23.4,15.1079449297381,3.02158898594763,25
"83","III","HR.1minDrop",12.8181818181818,8.71571203996761,2.62788605612324,11
"85","II","O2Sat",98.12,1.39403491108843,0.278806982217686,25
"86","III","O2Sat",98.1818181818182,1.60113596038449,0.482760656267336,11
"88","II","Duration",9.95782051282052,2.79432900986706,0.548013005719636,26
"89","III","Duration",7.71212121212122,2.29609681983593,0.692299239429457,11
"91","II","Watts",94.4,29.022979401387,5.8045958802774,25
"92","III","Watts",73.6363636363636,23.3549683248457,7.0417879021953,11
"94","II","Watts.Predicted.Percentage",59.92,20.2852984531491,4.05705969062982,25
"95","III","Watts.Predicted.Percentage",47.1818181818182,11.7372755085512,3.53892172026293,11
"97","II","TestEnd.Reason",NA,NA,NA,0
"98","III","TestEnd.Reason",NA,NA,NA,0
"100","II","TestEnd.Symptom",NA,NA,NA,0
"101","III","TestEnd.Symptom",NA,NA,NA,0
"103","II","VO2.perBodyWeight",14.3807692307692,3.28670281355272,0.644575453141756,26
"104","III","VO2.perBodyWeight",12.3363636363636,2.98907100192442,0.901238816828635,11
"106","II","VO2.Predicted.Relative",29.2307692307692,5.63969993746258,1.10603615507422,26
"107","III","VO2.Predicted.Relative",28.8909090909091,5.59847381800693,1.68800336845068,11
"109","II","VO2.Predicted.Relative.Percentage",50.5,13.2249763704893,2.59363125307417,26
"110","III","VO2.Predicted.Relative.Percentage",42.9090909090909,8.11732154660077,2.44746453388565,11
"112","II","VO2",1.26411538461538,0.409159756273569,0.0802428300544537,26
"113","III","VO2",1.14590909090909,0.375833062554495,0.113317932027585,11
"115","II","VO2.Predicted.Absolute",2.32880769230769,0.556932456890835,0.109223440978444,26
"116","III","VO2.Predicted.Absolute",2.32881818181818,0.61441546500423,0.185253232982797,11
"118","II","VO2.Predicted.Absolute.Percentage",55.8076923076923,16.6901629249549,3.27321024766876,26
"119","III","VO2.Predicted.Absolute.Percentage",49.4545454545455,8.91474774027439,2.68789757774171,11
"121","II","VE.Peak",45.4864,13.1992092187373,2.63984184374746,25
"122","III","VE.Peak",42.4545454545455,13.6789154275011,4.12434818291137,11
"124","II","VCO2.Peak",1.40638461538462,0.465413972882042,0.0912751896009337,26
"125","III","VCO2.Peak",1.14718181818182,0.40602729420122,0.122421835409881,11
"127","II","VEperVCO2.Peak",33.3846153846154,6.4997041352783,1.27469685455245,26
"128","III","VEperVCO2.Peak",37.5454545454545,6.05580112559249,1.82589273987293,11
"130","II","VEperVCO2.atAT",32.9615384615385,4.7284734892417,0.927329945813445,26
"131","III","VEperVCO2.atAT",38.7272727272727,5.83251076451487,1.75856816287316,11
"133","II","AT",9.58076923076923,2.52254145349792,0.494711080585869,26
"134","III","AT",8.1,1.38162545173751,0.436908330074958,10
"136","II","VO2.Peak.Measured.Percentage",66.1538461538462,7.01821805128514,1.37638579977508,26
"137","III","VO2.Peak.Measured.Percentage",64.4,6.83455273672763,2.16127534365964,10
"139","II","VO2.Peak.Predicted.Percentage",33.6153846153846,9.78192996530612,1.91839429898823,26
"140","III","VO2.Peak.Predicted.Percentage",28,4.76095228569523,1.50554530541816,10
"142","II","RER.Peak",1.11615384615385,0.0823687767580373,0.0161538461538462,26
"143","III","RER.Peak",1.00290909090909,0.0826141084143072,0.0249090909090909,11
"145","II","RPEper20.Peak",16.3333333333333,0.816496580927726,0.333333333333333,6
"146","III","RPEper20.Peak",16,NA,NA,1
"148","II","PETCO2.Peak",32.5,1.91485421551268,0.957427107756338,4
"149","III","PETCO2.Peak",30,1.4142135623731,1,2
"151","II","OUES",1.22633333333333,0.251563775876682,0.145240413720761,3
"152","III","OUES",1.209,0.231931024229188,0.164,2
"154","II","TotalRiskScore",8.33333333333333,2.88675134594813,1.66666666666667,3
"155","III","TotalRiskScore",11.5,4.94974746830583,3.5,2
"157","II","StepData.LongestActiveStreak",46.7692307692308,32.4657452615001,6.36705648506621,26
"158","III","StepData.LongestActiveStreak",37.1818181818182,32.5785763403442,9.8228103568065,11
"160","II","StepData.HighestValuedStreak",3244.61538461538,2296.16276560566,450.314567238787,26
"161","III","StepData.HighestValuedStreak",2098,2278.41910104353,686.969206667294,11
"163","II","StepData.OverallMaximum",125.538461538462,18.3198925089221,3.59282651499678,26
"164","III","StepData.OverallMaximum",112.909090909091,15.4107400565615,4.64651295539226,11
"166","II","StepData.OverallQ3",0,0,0,26
"167","III","StepData.OverallQ3",0,0,0,11
"169","II","StepData.OverallMean",3.79431994460981,1.54695845223107,0.303383512870905,26
"170","III","StepData.OverallMean",2.66310924090529,1.60354531212855,0.48348710315125,11
"172","II","StepData.OverallStdDev",13.087504512972,3.33924368433205,0.654879565655791,26
"173","III","StepData.OverallStdDev",9.98900487593237,3.95270653150261,1.19178586103466,11
"175","II","StepData.OverallMedian",0,0,0,26
"176","III","StepData.OverallMedian",0,0,0,11
"178","II","StepData.OverallMode",0,0,0,26
"179","III","StepData.OverallMode",0,0,0,11
"181","II","StepData.OverallQ1",0,0,0,26
"182","III","StepData.OverallQ1",0,0,0,11
"184","II","StepData.OverallMinimum",0,0,0,26
"185","III","StepData.OverallMinimum",0,0,0,11
"187","II","StepData.OverallTotal",85124,30413.1967777148,5964.51860924249,26
"188","III","StepData.OverallTotal",58733.3636363636,32214.3141267131,9712.9811669957,11
"190","II","StepData.Overalln",23483.0769230769,5066.9870883836,993.717924568872,26
"191","III","StepData.Overalln",23040,3088.45592489192,931.204498583323,11
"193","II","StepData.OverallSkewness",5.20174508237356,1.47312700501344,0.288903974790924,26
"194","III","StepData.OverallSkewness",6.49645808130482,2.97400702012449,0.896696855421443,11
"196","II","StepData.OverallKurtosis",33.443743430822,21.6336832920519,4.24271435604073,26
"197","III","StepData.OverallKurtosis",61.4194419703875,62.113248582974,18.7278490963454,11
"199","II","StepData.MeanDailyTotalSteps",5423.70688011368,2210.25053333285,433.465792284348,26
"200","III","StepData.MeanDailyTotalSteps",3799.05089997722,2276.49329307226,686.388553716479,11
"202","II","StepData.StdDevDailyTotalSteps",2898.40870789742,1293.17326046116,253.612141905686,26
"203","III","StepData.StdDevDailyTotalSteps",1798.92373985647,1102.79904946808,332.5064242042,11
"205","II","StepData.MeanDailyMeanSteps",3.772906762322,1.53896315907106,0.301815506877067,26
"206","III","StepData.MeanDailyMeanSteps",2.64020186748161,1.58254808700092,0.477156201570615,11
"208","II","StepData.StdDevDailyMeanSteps",2.00344716188674,0.898502894484611,0.176210915076793,26
"209","III","StepData.StdDevDailyMeanSteps",1.24849047499753,0.765601104630277,0.230837418467296,11
"211","II","StepData.ModeDailyModeSteps",0,0,0,26
"212","III","StepData.ModeDailyModeSteps",0,0,0,11
"214","II","StepData.MeanDailyMinSteps",0,0,0,26
"215","III","StepData.MeanDailyMinSteps",0,0,0,11
"217","II","StepData.MeanDailyMaxSteps",94.5263717846421,18.0854216385548,3.54684299409785,26
"218","III","StepData.MeanDailyMaxSteps",80.1422581073897,22.9143125476931,6.90892518633007,11
"220","II","StepData.ModeDailyMinSteps",0,0,0,26
"221","III","StepData.ModeDailyMinSteps",0,0,0,11
"223","II","StepData.ModeDailyMaxSteps",89.0769230769231,45.7216999482067,8.96676308579001,26
"224","III","StepData.ModeDailyMaxSteps",65,42.2279528274815,12.7322068357803,11
"226","II","StepData.MaxDailyMaxSteps",125.538461538462,18.3198925089221,3.59282651499678,26
"227","III","StepData.MaxDailyMaxSteps",112.909090909091,15.4107400565615,4.64651295539226,11
"229","II","StepData.StdDevDailyMaxSteps",27.0361366621099,13.2711328222386,2.60268327800294,26
"230","III","StepData.StdDevDailyMaxSteps",22.7191210066491,9.97041626165431,3.00619361305139,11
"232","II","StepData.MeanDailyStdDevSteps",11.806002754637,3.45107237670752,0.676810976602025,26
"233","III","StepData.MeanDailyStdDevSteps",9.16475615652879,4.09650665010713,1.23514322814555,11
"235","II","StepData.MeanDailySkewness",5.62844419549931,1.68516870612712,0.330488773701465,26
"236","III","StepData.MeanDailySkewness",6.13144244408464,1.89257713949356,0.57063347804584,11
"238","II","StepData.MeanDailyKurtosis",54.7874385885316,42.145942106587,8.2654992777015,26
"239","III","StepData.MeanDailyKurtosis",56.6702225851171,33.4709901674257,10.0918832497296,11
"241","II","StepData.TotalActiveMinutes_Pure",2985.07692307692,944.257715799111,185.184173796931,26
"242","III","StepData.TotalActiveMinutes_Pure",2308.72727272727,955.053201754655,287.959375004344,11
"244","II","StepData.MeanActiveMinutes_Pure",190.29020721303,68.4838155382062,13.4307812228693,26
"245","III","StepData.MeanActiveMinutes_Pure",148.427560378218,68.843347550519,20.7570502851913,11
"247","II","StepData.StdDevActiveMinutes_Pure",83.8381588456885,34.214713849235,6.71005744497087,26
"248","III","StepData.StdDevActiveMinutes_Pure",58.5453039663978,25.8777467273516,7.80243421040661,11
"250","II","StepData.ModeActiveMinutes_Pure",149.192307692308,127.631976943325,25.0306900381708,26
"251","III","StepData.ModeActiveMinutes_Pure",115.909090909091,107.632202008,32.4523299472975,11
"253","II","StepData.MaxActiveMinutes_Pure",313.730769230769,93.7731550892078,18.390428755809,26
"254","III","StepData.MaxActiveMinutes_Pure",246.272727272727,93.887263150111,28.3080749511163,11
"256","II","StepData.TotalActiveMinutes_PosMET",753.153846153846,501.028437700512,98.2597607961468,26
"257","III","StepData.TotalActiveMinutes_PosMET",448.545454545455,339.019280760361,102.218159179843,11
"259","II","StepData.MeanActiveMinutes_PosMET",47.8870712416298,34.3303065887994,6.73272704630428,26
"260","III","StepData.MeanActiveMinutes_PosMET",28.7219564061669,22.1129638829105,6.66730947293587,11
"262","II","StepData.StdDevActiveMinutes_PosMET",30.2285188111032,17.1679139534911,3.36690493294357,26
"263","III","StepData.StdDevActiveMinutes_PosMET",17.6443419011848,13.5250020586711,4.07794155612696,11
"265","II","StepData.ModeActiveMinutes_PosMET",34.1923076923077,45.7261581423756,8.9676374096001,26
"266","III","StepData.ModeActiveMinutes_PosMET",25.7272727272727,20.4992239320951,6.18074857056667,11
"268","II","StepData.MaxActiveMinutes_PosMET",109.5,62.2184859989376,12.2020490082609,26
"269","III","StepData.MaxActiveMinutes_PosMET",64.9090909090909,50.7157856006481,15.291384707769,11
"271","II","StepData.TotalMETClass.BelowMin",22729.9230769231,5142.95975425106,1008.61739017494,26
"272","III","StepData.TotalMETClass.BelowMin",22591.4545454545,3184.95809591386,960.300997922823,11
"274","II","StepData.MeanMETClass.BelowMin",1382.24772275694,40.4944245043941,7.94161002844675,26
"275","III","StepData.MeanMETClass.BelowMin",1402.55077086656,38.7440290949033,11.6817643067643,11
"277","II","StepData.StdDevMETClass.BelowMin",65.6884198923721,97.9802954055034,19.2155168546249,26
"278","III","StepData.StdDevMETClass.BelowMin",47.6420101961899,99.6273804805172,30.0387854454412,11
"280","II","StepData.ModeMETClass.BelowMin",1405.80769230769,45.7261581423756,8.9676374096001,26
"281","III","StepData.ModeMETClass.BelowMin",1414.27272727273,20.4992239320951,6.18074857056667,11
"283","II","StepData.MaxMETClass.BelowMin",1434.61538461538,11.5241552335151,2.26007278512946,26
"284","III","StepData.MaxMETClass.BelowMin",1435,7.77174369109018,2.34326889001435,11
"286","II","StepData.OverallMETClass.BelowMin.PercentageAll",0.966739155510944,0.0238393459607894,0.0046752803940521,26
"287","III","StepData.OverallMETClass.BelowMin.PercentageAll",0.980047060356938,0.0153594655808663,0.00463105311928287,11
"289","II","StepData.TotalMETClassNegligible",323.730769230769,326.006694126646,63.935172881294,26
"290","III","StepData.TotalMETClassNegligible",202.727272727273,179.630226247751,54.1605510427673,11
"292","II","StepData.MeanMETClassNegligible",20.5046733072362,21.7676821510325,4.26899369437693,26
"293","III","StepData.MeanMETClassNegligible",12.6296185539607,10.2865029857667,3.10149734624169,11
"295","II","StepData.StdDevMETClassNegligible",11.8825784355429,10.013752170763,1.96385837396163,26
"296","III","StepData.StdDevMETClassNegligible",7.2578724467873,4.97866205192098,1.50112308947298,11
"298","II","StepData.ModeMETClassNegligible",15.6923076923077,22.9290544606955,4.49675754320453,26
"299","III","StepData.ModeMETClassNegligible",12.3636363636364,12.4520900034711,3.75444639974991,11
"301","II","StepData.MaxMETClassNegligible",42.5769230769231,35.8130401691039,7.02351502551319,26
"302","III","StepData.MaxMETClassNegligible",27.0909090909091,18.1573926842735,5.47465988226175,11
"304","II","StepData.OverallMETClassNegligible.Percentage",0.452922669970824,0.119636135455456,0.0234625765083923,26
"305","III","StepData.OverallMETClassNegligible.Percentage",0.542623261240544,0.170259562397497,0.0513351895856909,11
"307","II","StepData.OverallMETClassNegligible.PercentageAll",0.0142419021676305,0.0151161088006928,0.00296451283632017,26
"308","III","StepData.OverallMETClassNegligible.PercentageAll",0.00877532616239948,0.00714774741956433,0.00215512693517508,11
"310","II","StepData.TotalMETClassSedentary",115.115384615385,70.7142570762513,13.8682067969624,26
"311","III","StepData.TotalMETClassSedentary",61.6363636363636,39.0621881805736,11.7776928804744,11
"313","II","StepData.MeanMETClassSedentary",7.2976543333628,4.64984884130907,0.911910383734298,26
"314","III","StepData.MeanMETClassSedentary",3.9276182881446,2.46601817927943,0.74353245698775,11
"316","II","StepData.StdDevMETClassSedentary",5.64609891325152,3.62401293842864,0.710727411175399,26
"317","III","StepData.StdDevMETClassSedentary",3.10403992249209,1.3041003402245,0.393201047045408,11
"319","II","StepData.ModeMETClassSedentary",4.73076923076923,5.65372579673045,1.10878685238583,26
"320","III","StepData.ModeMETClassSedentary",2.45454545454545,2.69679944985297,0.813115628181742,11
"322","II","StepData.MaxMETClassSedentary",20.3461538461538,14.3469642996484,2.81367118941254,26
"323","III","StepData.MaxMETClassSedentary",11,4.83735464897913,1.45851730441319,11
"325","II","StepData.OverallMETClassSedentary.Percentage",0.169686905997108,0.0663085938701845,0.0130041851562681,26
"326","III","StepData.OverallMETClassSedentary.Percentage",0.152319316635668,0.0543592834129321,0.0163899406321169,11
"328","II","StepData.OverallMETClassSedentary.PercentageAll",0.00506905876020329,0.00322859194653596,0.000633178974492899,26
"329","III","StepData.OverallMETClassSedentary.PercentageAll",0.00272897661460781,0.00171369822587671,0.000516699456284616,11
"331","II","StepData.TotalMETClassVeryLight",58.8076923076923,42.3395977597986,8.30347827595701,26
"332","III","StepData.TotalMETClassVeryLight",35.1818181818182,28.3471980337323,8.54700179416276,11
"334","II","StepData.MeanMETClassVeryLight",3.7024059411817,2.65948319184493,0.521567565049589,26
"335","III","StepData.MeanMETClassVeryLight",2.27465348978507,1.87242650942261,0.564557834479058,11
"337","II","StepData.StdDevMETClassVeryLight",3.57796670366404,2.55660340448617,0.501391178768952,26
"338","III","StepData.StdDevMETClassVeryLight",2.24118250922541,1.72871323425263,0.521226651648886,11
"340","II","StepData.ModeMETClassVeryLight",1.61538461538462,2.72876416096259,0.535154680951572,26
"341","III","StepData.ModeMETClassVeryLight",0.636363636363636,1.12006493318265,0.337712284018304,11
"343","II","StepData.MaxMETClassVeryLight",12.5,9.66333275842243,1.89513547313601,26
"344","III","StepData.MaxMETClassVeryLight",6.81818181818182,4.97630750292186,1.50041316623838,11
"346","II","StepData.OverallMETClassVeryLight.Percentage",0.0744319166988966,0.0253338423744533,0.00496837525467775,26
"347","III","StepData.OverallMETClassVeryLight.Percentage",0.067124410114483,0.0210075261830003,0.00633400746568901,11
"349","II","StepData.OverallMETClassVeryLight.PercentageAll",0.0025713383845334,0.00184672777719729,0.000362173114316262,26
"350","III","StepData.OverallMETClassVeryLight.PercentageAll",0.00158053542558453,0.00130119097114056,0.000392323839261037,11
"352","II","StepData.TotalMETClassLight",115.346153846154,78.1869259186943,15.3337177295098,26
"353","III","StepData.TotalMETClassLight",91.7272727272727,146.193769298894,44.0790799502009,11
"355","II","StepData.MeanMETClassLight",7.32924345502546,5.37390170092842,1.0539088321986,26
"356","III","StepData.MeanMETClassLight",6.19202931571352,10.4777193889293,3.15915126106457,11
"358","II","StepData.StdDevMETClassLight",6.52767744357739,3.77875865695174,0.74107554342133,26
"359","III","StepData.StdDevMETClassLight",5.88684130023921,9.45609995954607,2.85112141326447,11
"361","II","StepData.ModeMETClassLight",4.34615384615385,5.41806096453193,1.06256917630706,26
"362","III","StepData.ModeMETClassLight",3.72727272727273,9.15522702166264,2.76040480921618,11
"364","II","StepData.MaxMETClassLight",23.7692307692308,13.946491149555,2.73513194298961,26
"365","III","StepData.MaxMETClassLight",18.5454545454545,27.0457524811703,8.15460119571503,11
"367","II","StepData.OverallMETClassLight.Percentage",0.147702874019969,0.070789701869637,0.0138830027382575,26
"368","III","StepData.OverallMETClassLight.Percentage",0.133278783556318,0.120508566271852,0.0363346998497647,11
"370","II","StepData.OverallMETClassLight.PercentageAll",0.00509153758013655,0.00373385264788953,0.00073226875047957,26
"371","III","StepData.OverallMETClassLight.PercentageAll",0.0043000203581344,0.0072761940200898,0.00219385504240596,11
"373","II","StepData.TotalMETClassLowModerate",137.807692307692,116.160585133089,22.7809650116913,26
"374","III","StepData.TotalMETClassLowModerate",56.0909090909091,63.5239396534166,19.1531884577783,11
"376","II","StepData.MeanMETClassLowModerate",8.89849617127828,7.804121524586,1.53051415155052,26
"377","III","StepData.MeanMETClassLowModerate",3.62417312219944,4.13452769372993,1.24660700413051,11
"379","II","StepData.StdDevMETClassLowModerate",9.2567968846625,6.56821351918853,1.28813265014563,26
"380","III","StepData.StdDevMETClassLowModerate",4.15213111649245,3.06613634306931,0.924474891457574,11
"382","II","StepData.ModeMETClassLowModerate",2.57692307692308,5.82527648733055,1.1424307108066,26
"383","III","StepData.ModeMETClassLowModerate",1.72727272727273,4.14947970451499,1.25111520500646,11
"385","II","StepData.MaxMETClassLowModerate",30.5384615384615,20.0344318995688,3.92907535383259,26
"386","III","StepData.MaxMETClassLowModerate",13.9090909090909,9.36434242704255,2.8234554762642,11
"388","II","StepData.OverallMETClassLowModerate.Percentage",0.152260294561329,0.0935027475173471,0.0183373974679036,26
"389","III","StepData.OverallMETClassLowModerate.Percentage",0.103296735921494,0.0886074394611346,0.0267161482115195,11
"391","II","StepData.OverallMETClassLowModerate.PercentageAll",0.00617964785103497,0.00541944397999002,0.00106284040795354,26
"392","III","StepData.OverallMETClassLowModerate.PercentageAll",0.00251678689041628,0.00287119978731245,0.000865699308423966,11
"394","II","StepData.TotalMETClassModerate",2.19230769230769,4.93979133785411,0.968772785569027,26
"395","III","StepData.TotalMETClassModerate",1.18181818181818,3.91964747951093,1.18181818181818,11
"397","II","StepData.MeanMETClassModerate",0.144341623288992,0.327848480195203,0.0642963768468106,26
"398","III","StepData.MeanMETClassModerate",0.0738636363636364,0.244977967469433,0.0738636363636364,11
"400","II","StepData.StdDevMETClassModerate",0.298817694894084,0.586895430334383,0.115099663527441,26
"401","III","StepData.StdDevMETClassModerate",0.125172057892866,0.415148750267282,0.125172057892866,11
"403","II","StepData.ModeMETClassModerate",0,0,0,26
"404","III","StepData.ModeMETClassModerate",0,0,0,11
"406","II","StepData.MaxMETClassModerate",1,1.97989898732233,0.38829013735766,26
"407","III","StepData.MaxMETClassModerate",0.363636363636364,1.20604537831105,0.363636363636364,11
"409","II","StepData.OverallMETClassModerate.Percentage",0.0027754995939812,0.00616317412950807,0.00120869789046276,26
"410","III","StepData.OverallMETClassModerate.Percentage",0.00135749253149316,0.00450229338267253,0.00135749253149316,11
"412","II","StepData.OverallMETClassModerate.PercentageAll",0.000100237238395133,0.000227672555691113,4.4650261699174e-05,26
"413","III","StepData.OverallMETClassModerate.PercentageAll",5.12941919191919e-05,0.000170123588520439,5.12941919191919e-05,11
"415","II","StepData.TotalMETClassVigorous",0.153846153846154,0.784464540552736,0.153846153846154,26
"416","III","StepData.TotalMETClassVigorous",0,0,0,11
"418","II","StepData.MeanMETClassVigorous",0.0102564102564103,0.0522976360368491,0.0102564102564103,26
"419","III","StepData.MeanMETClassVigorous",0,0,0,11
"421","II","StepData.StdDevMETClassVigorous",0.0228314169117178,0.116417840355822,0.0228314169117178,26
"422","III","StepData.StdDevMETClassVigorous",0,0,0,11
"424","II","StepData.ModeMETClassVigorous",0,0,0,26
"425","III","StepData.ModeMETClassVigorous",0,0,0,11
"427","II","StepData.MaxMETClassVigorous",0.0769230769230769,0.392232270276368,0.0769230769230769,26
"428","III","StepData.MaxMETClassVigorous",0,0,0,11
"430","II","StepData.OverallMETClassVigorous.Percentage",0.000219839157892255,0.00112096415594442,0.000219839157892255,26
"431","III","StepData.OverallMETClassVigorous.Percentage",0,0,0,11
"433","II","StepData.OverallMETClassVigorous.PercentageAll",7.12250712250712e-06,3.63178028033674e-05,7.12250712250712e-06,26
"434","III","StepData.OverallMETClassVigorous.PercentageAll",0,0,0,11
"436","II","BMI",28.9999204566131,6.07549644422914,1.191502881688,26
"437","III","BMI",30.8779638357717,6.66056478059197,2.00823584264358,11
